Plant,State,District,Climate_Season,Agri_Season,Month,Year,Soil_Type,Rainfall_Level,Festival,Expected_Yield_kg_per_acre,Growth_Score,Image_Class,Demand_Level,Price_Index,Supply_Level,Is_Perishable,Reason_for_Demand
Wheat,Tamil Nadu,Salem,Winter,Rabi,December,2020,Red,High,Christmas,3016,72,4,3,4,6,0,Traditional consumption and cultural preference during this period
Wheat,Tamil Nadu,Karur,Winter,Rabi,December,2024,Alluvial,Medium,Christmas,2998,78,4,5,7,7,0,Traditional consumption and cultural preference during this period
Turmeric,Tamil Nadu,Tiruppur,Autumn,Kharif,July,2022,Laterite,High,Rath Yatra,2854,60,3,4,6,6,0,Traditional consumption and cultural preference during this period
Groundnut,Tamil Nadu,Pudukkottai,Autumn,Kharif,October,2021,Alluvial,High,Diwali,1084,70,4,3,4,8,0,Traditional consumption and cultural preference during this period
Wheat,Tamil Nadu,Kancheepuram,Autumn,Kharif,October,2015,Alluvial,High,Navratri,3217,54,3,5,5,8,0,Traditional consumption and cultural preference during this period
Rice,Tamil Nadu,Karur,Winter,Rabi,January,2020,Alluvial,High,Makar Sankranti,3699,67,4,8,8,7,0,Staple grain used widely in festive meals and offerings
Jasmine,Tamil Nadu,Thoothukudi,Winter,Rabi,December,2017,Black,High,Wedding Season,2327,39,2,10,10,5,1,High floral demand for garlands and decorations
Sugarcane,Tamil Nadu,Krishnagiri,Summer,Kharif,May,2015,Alluvial,Medium,Wedding Season,39923,79,4,9,8,7,0,Traditional consumption and cultural preference during this period
Wheat,Tamil Nadu,Theni,Winter,Rabi,January,2017,Alluvial,Medium,Lohri,3079,77,4,4,3,5,0,Traditional consumption and cultural preference during this period
Groundnut,Tamil Nadu,Salem,Spring,Rabi,March,2021,Red,Medium,Ram Navami,1255,42,3,5,6,7,0,Traditional consumption and cultural preference during this period
Cotton,Tamil Nadu,Tiruvarur,Autumn,Kharif,October,2018,Laterite,Medium,Dussehra,767,78,4,6,3,8,0,Traditional consumption and cultural preference during this period
Jasmine,Tamil Nadu,Tiruvannamalai,Autumn,Kharif,October,2010,Alluvial,Medium,Dussehra,2553,57,3,6,6,4,1,High floral demand for garlands and decorations
Sugarcane,Tamil Nadu,Theni,Spring,Rabi,March,2012,Alluvial,Medium,Wedding Season,40020,48,3,10,10,7,0,Traditional consumption and cultural preference during this period
Cotton,Tamil Nadu,Tiruvarur,Summer,Kharif,June,2013,Red,High,Rath Yatra,890,63,4,3,2,4,0,Traditional consumption and cultural preference during this period
Rice,Tamil Nadu,Tiruvallur,Spring,Rabi,March,2018,Alluvial,Medium,Ugadi,3297,37,2,7,5,5,0,Staple grain used widely in festive meals and offerings
Groundnut,Tamil Nadu,Tirupathur,Winter,Rabi,December,2010,Laterite,High,Christmas,1067,48,3,3,2,8,0,Traditional consumption and cultural preference during this period
Jasmine,Tamil Nadu,Virudhunagar,Autumn,Kharif,July,2019,Black,Medium,Rath Yatra,2481,63,4,7,5,5,1,Traditional consumption and cultural preference during this period
Sugarcane,Tamil Nadu,Erode,Winter,Rabi,January,2016,Red,Medium,Lohri,40065,50,3,3,4,6,0,Harvest festival rituals use sugarcane heavily
Turmeric,Tamil Nadu,Nilgiris,Winter,Rabi,November,2016,Laterite,Medium,Diwali,2605,43,3,8,6,8,0,Traditional consumption and cultural preference during this period
Millet,Tamil Nadu,Perambalur,Winter,Rabi,December,2022,Alluvial,High,Christmas,1462,42,3,6,4,8,0,Traditional consumption and cultural preference during this period
Marigold,Tamil Nadu,Tenkasi,Spring,Rabi,March,2019,Alluvial,High,Holi,4852,58,3,10,10,4,1,Traditional consumption and cultural preference during this period
Turmeric,Tamil Nadu,Virudhunagar,Summer,Kharif,April,2019,Alluvial,High,Ram Navami,3023,82,5,4,4,6,0,Traditional consumption and cultural preference during this period
Banana,Tamil Nadu,Perambalur,Winter,Rabi,January,2022,Laterite,High,Lohri,2979,31,2,6,7,8,1,Traditional consumption and cultural preference during this period
Marigold,Tamil Nadu,Chennai,Autumn,Kharif,October,2022,Black,High,Dussehra,5023,60,3,3,2,6,1,High floral demand for garlands and decorations
Banana,Tamil Nadu,Chengalpattu,Winter,Rabi,December,2012,Red,High,Christmas,2772,44,3,3,1,5,1,Traditional consumption and cultural preference during this period
Sugarcane,Tamil Nadu,Chennai,Winter,Rabi,November,2022,Red,High,Diwali,40461,64,4,8,6,5,0,Traditional consumption and cultural preference during this period
Sesame,Tamil Nadu,Tiruvannamalai,Winter,Rabi,January,2019,Alluvial,Medium,Makar Sankranti,865,40,2,6,5,8,0,Til-based sweets and snacks drive demand
Rice,Tamil Nadu,Nagapattinam,Winter,Rabi,November,2023,Red,Medium,Diwali,3430,46,3,8,10,7,0,Staple grain used widely in festive meals and offerings
Marigold,Tamil Nadu,Theni,Winter,Rabi,January,2013,Laterite,High,Pongal,4784,36,2,9,8,6,1,Traditional consumption and cultural preference during this period
Jasmine,Tamil Nadu,Kancheepuram,Autumn,Kharif,October,2012,Red,Medium,Dussehra,2286,77,4,4,3,6,1,High floral demand for garlands and decorations
Groundnut,Tamil Nadu,Chennai,Winter,Rabi,January,2010,Black,Medium,Makar Sankranti,1029,34,2,5,6,7,0,Traditional consumption and cultural preference during this period
Wheat,Tamil Nadu,Pudukkottai,Winter,Rabi,January,2022,Laterite,High,Makar Sankranti,3057,55,3,5,6,7,0,Traditional consumption and cultural preference during this period
Banana,Tamil Nadu,Ranipet,Summer,Kharif,April,2016,Black,Medium,Ugadi,3056,83,5,7,6,5,1,Traditional consumption and cultural preference during this period
Wheat,Tamil Nadu,Tirunelveli,Spring,Rabi,March,2013,Red,Medium,Ram Navami,3117,72,4,7,8,7,0,Traditional consumption and cultural preference during this period
Groundnut,Tamil Nadu,Thanjavur,Winter,Rabi,January,2024,Red,High,Makar Sankranti,1202,45,3,3,1,8,0,Traditional consumption and cultural preference during this period
Groundnut,Tamil Nadu,Tiruvannamalai,Winter,Rabi,January,2020,Alluvial,High,Pongal,1145,57,3,5,7,7,0,Traditional consumption and cultural preference during this period
Banana,Tamil Nadu,Ranipet,Winter,Rabi,January,2011,Alluvial,High,Lohri,2804,35,2,5,6,7,1,Traditional consumption and cultural preference during this period
Cotton,Tamil Nadu,Tiruvallur,Autumn,Kharif,October,2024,Red,High,Diwali,864,87,5,7,6,6,0,Used for diya wicks and traditional textiles
Jasmine,Tamil Nadu,Tiruvarur,Summer,Kharif,April,2021,Red,High,Wedding Season,2602,72,4,10,10,5,1,High floral demand for garlands and decorations
Sugarcane,Tamil Nadu,Chennai,Summer,Kharif,June,2022,Red,High,Rath Yatra,40156,84,5,4,4,8,0,Traditional consumption and cultural preference during this period
Marigold,Tamil Nadu,Nilgiris,Summer,Kharif,April,2021,Red,High,Vishu,4849,78,4,4,5,7,1,Traditional consumption and cultural preference during this period
Jasmine,Tamil Nadu,Mayiladuthurai,Summer,Kharif,June,2023,Black,High,Rath Yatra,2688,61,4,3,2,7,1,Traditional consumption and cultural preference during this period
Cotton,Tamil Nadu,Kancheepuram,Winter,Rabi,January,2012,Red,High,Lohri,762,39,2,5,4,5,0,Traditional consumption and cultural preference during this period
Marigold,Tamil Nadu,Kallakurichi,Spring,Rabi,March,2016,Laterite,High,Holi,4917,33,2,10,10,6,1,Traditional consumption and cultural preference during this period
Cotton,Tamil Nadu,Kancheepuram,Summer,Kharif,April,2018,Red,High,Vishu,761,74,4,4,4,6,0,Traditional consumption and cultural preference during this period
Jasmine,Tamil Nadu,Ramanathapuram,Spring,Rabi,March,2015,Black,High,Holi,2523,43,3,9,10,4,1,Traditional consumption and cultural preference during this period
Sugarcane,Tamil Nadu,Tenkasi,Autumn,Kharif,July,2014,Black,Medium,Rath Yatra,40247,81,5,4,4,5,0,Traditional consumption and cultural preference during this period
Millet,Tamil Nadu,Namakkal,Summer,Kharif,April,2018,Laterite,High,Ugadi,1392,75,4,6,4,5,0,Traditional consumption and cultural preference during this period
Turmeric,Tamil Nadu,Tirunelveli,Autumn,Kharif,October,2021,Red,Medium,Dussehra,2848,76,4,4,4,6,0,Traditional consumption and cultural preference during this period
Sugarcane,Tamil Nadu,Tenkasi,Winter,Rabi,January,2020,Laterite,Medium,Lohri,39838,45,3,3,3,6,0,Harvest festival rituals use sugarcane heavily
Turmeric,Tamil Nadu,Tiruppur,Summer,Kharif,June,2011,Alluvial,High,Rath Yatra,2648,86,5,3,4,6,0,Traditional consumption and cultural preference during this period
Turmeric,Tamil Nadu,Tiruvallur,Winter,Rabi,November,2022,Black,High,Diwali,2560,51,3,10,10,7,0,Traditional consumption and cultural preference during this period
Wheat,Tamil Nadu,Salem,Winter,Rabi,January,2023,Black,Medium,Pongal,3411,73,4,3,2,4,0,Traditional consumption and cultural preference during this period
Marigold,Tamil Nadu,Nagapattinam,Autumn,Kharif,October,2016,Alluvial,High,Diwali,5184,75,4,8,9,4,1,High floral demand for garlands and decorations
Wheat,Tamil Nadu,Dharmapuri,Autumn,Kharif,July,2015,Laterite,High,Rath Yatra,3070,48,3,5,6,7,0,Traditional consumption and cultural preference during this period
Banana,Tamil Nadu,Krishnagiri,Summer,Kharif,June,2019,Red,High,Rath Yatra,3048,86,5,4,6,4,1,Traditional consumption and cultural preference during this period
Groundnut,Tamil Nadu,Mayiladuthurai,Spring,Rabi,March,2012,Laterite,High,Ugadi,996,38,2,4,4,6,0,Traditional consumption and cultural preference during this period
Cotton,Tamil Nadu,Pudukkottai,Summer,Kharif,April,2017,Black,Medium,Vishu,1008,95,5,7,7,6,0,Traditional consumption and cultural preference during this period
Turmeric,Tamil Nadu,Ranipet,Winter,Rabi,January,2011,Alluvial,High,Pongal,2568,39,2,8,9,4,0,Turmeric used in auspicious rituals and ceremonies
Jasmine,Tamil Nadu,Nilgiris,Autumn,Kharif,July,2023,Alluvial,High,Rath Yatra,2418,69,4,3,1,6,1,Traditional consumption and cultural preference during this period
Marigold,Tamil Nadu,Erode,Winter,Rabi,January,2012,Black,High,Pongal,4750,46,3,10,8,4,1,Traditional consumption and cultural preference during this period
Sugarcane,Tamil Nadu,Tirupathur,Spring,Rabi,March,2014,Red,High,Holi,40103,47,3,8,8,5,0,Traditional consumption and cultural preference during this period
Groundnut,Tamil Nadu,Viluppuram,Winter,Rabi,January,2015,Red,High,Pongal,1097,43,3,3,3,8,0,Traditional consumption and cultural preference during this period
Turmeric,Tamil Nadu,Mayiladuthurai,Winter,Rabi,February,2010,Black,High,Wedding Season,2897,38,2,10,10,6,0,Turmeric used in auspicious rituals and ceremonies
Groundnut,Tamil Nadu,Ariyalur,Autumn,Kharif,October,2014,Red,High,Dussehra,1156,75,4,4,3,7,0,Traditional consumption and cultural preference during this period
Marigold,Tamil Nadu,Kancheepuram,Autumn,Kharif,October,2014,Alluvial,High,Diwali,5008,71,4,8,7,5,1,High floral demand for garlands and decorations
Rice,Tamil Nadu,Theni,Autumn,Kharif,October,2016,Red,High,Navratri,3720,91,5,9,9,7,0,Staple grain used widely in festive meals and offerings
Banana,Tamil Nadu,Tiruchirappalli,Winter,Rabi,January,2020,Alluvial,High,Pongal,2979,36,2,8,9,5,1,Banana fruits and leaves used in rituals and feasts
Rice,Tamil Nadu,Ranipet,Autumn,Kharif,October,2015,Red,High,Dussehra,3816,77,4,5,7,6,0,Staple grain used widely in festive meals and offerings
Sesame,Tamil Nadu,Dindigul,Winter,Rabi,December,2010,Laterite,Medium,Christmas,949,28,2,3,1,8,0,Traditional consumption and cultural preference during this period
Wheat,Tamil Nadu,Vellore,Spring,Rabi,March,2015,Red,High,Wedding Season,3406,59,3,3,1,6,0,Traditional consumption and cultural preference during this period
Sugarcane,Tamil Nadu,Tiruvallur,Summer,Kharif,April,2018,Red,High,Vishu,40166,76,4,5,5,7,0,Traditional consumption and cultural preference during this period
Wheat,Tamil Nadu,Tiruchirappalli,Winter,Rabi,January,2019,Red,Medium,Makar Sankranti,3094,80,4,6,8,6,0,Traditional consumption and cultural preference during this period
Banana,Tamil Nadu,Chennai,Summer,Kharif,April,2022,Alluvial,High,Vishu,2981,72,4,3,3,5,1,Banana fruits and leaves used in rituals and feasts
Sugarcane,Tamil Nadu,Chennai,Autumn,Kharif,July,2018,Black,Medium,Rath Yatra,40019,69,4,7,7,7,0,Traditional consumption and cultural preference during this period
Cotton,Tamil Nadu,Tiruppur,Autumn,Kharif,October,2013,Red,High,Dussehra,588,70,4,6,6,4,0,Traditional consumption and cultural preference during this period
Jasmine,Tamil Nadu,Krishnagiri,Spring,Rabi,March,2023,Laterite,High,Ugadi,2313,35,2,4,4,5,1,Traditional consumption and cultural preference during this period
Jasmine,Tamil Nadu,Vellore,Winter,Rabi,January,2019,Red,Medium,Pongal,2564,55,3,8,10,7,1,Traditional consumption and cultural preference during this period
Marigold,Tamil Nadu,Tirupathur,Winter,Rabi,January,2018,Alluvial,Medium,Pongal,4996,41,3,10,8,8,1,Traditional consumption and cultural preference during this period
Turmeric,Tamil Nadu,Chennai,Spring,Rabi,March,2020,Alluvial,High,Holi,2920,57,3,9,10,6,0,Traditional consumption and cultural preference during this period
Wheat,Tamil Nadu,Virudhunagar,Winter,Rabi,January,2018,Alluvial,High,Lohri,2982,64,4,7,7,8,0,Traditional consumption and cultural preference during this period
Banana,Tamil Nadu,Perambalur,Summer,Kharif,April,2011,Alluvial,High,Ram Navami,3158,78,4,6,8,7,1,Traditional consumption and cultural preference during this period
Groundnut,Tamil Nadu,Tirupathur,Spring,Rabi,March,2013,Alluvial,Medium,Ram Navami,1397,45,3,3,3,7,0,Traditional consumption and cultural preference during this period
Rice,Tamil Nadu,Coimbatore,Spring,Rabi,March,2024,Red,High,Holi,3921,65,4,8,6,6,0,Staple grain used widely in festive meals and offerings
Sugarcane,Tamil Nadu,Viluppuram,Autumn,Kharif,October,2016,Alluvial,High,Navratri,40323,81,5,8,8,7,0,Traditional consumption and cultural preference during this period
Turmeric,Tamil Nadu,Nagapattinam,Autumn,Kharif,July,2017,Red,High,Rath Yatra,3046,71,4,4,5,8,0,Traditional consumption and cultural preference during this period
Millet,Tamil Nadu,Tirupathur,Summer,Kharif,June,2014,Red,High,Rath Yatra,1407,60,3,7,5,8,0,Traditional consumption and cultural preference during this period
Sesame,Tamil Nadu,Tiruchirappalli,Spring,Rabi,March,2023,Black,High,Ram Navami,696,42,3,4,4,5,0,Traditional consumption and cultural preference during this period
Groundnut,Tamil Nadu,Ranipet,Autumn,Kharif,October,2011,Black,High,Diwali,1197,80,4,5,7,4,0,Traditional consumption and cultural preference during this period
Banana,Tamil Nadu,Kallakurichi,Autumn,Kharif,October,2010,Red,High,Dussehra,2913,85,5,7,8,7,1,Traditional consumption and cultural preference during this period
Banana,Tamil Nadu,Salem,Autumn,Kharif,October,2018,Red,Medium,Navratri,2988,78,4,9,8,5,1,Traditional consumption and cultural preference during this period
Sesame,Tamil Nadu,Namakkal,Summer,Kharif,April,2013,Alluvial,High,Ugadi,753,69,4,4,3,6,0,Traditional consumption and cultural preference during this period
Turmeric,Tamil Nadu,Pudukkottai,Winter,Rabi,December,2019,Black,High,Christmas,2906,54,3,5,3,7,0,Traditional consumption and cultural preference during this period
Sesame,Tamil Nadu,Perambalur,Winter,Rabi,January,2022,Red,High,Pongal,744,45,3,6,5,4,0,Traditional consumption and cultural preference during this period
Sesame,Tamil Nadu,Kancheepuram,Spring,Rabi,March,2020,Laterite,High,Holi,919,42,3,7,4,8,0,Traditional consumption and cultural preference during this period
Cotton,Tamil Nadu,Viluppuram,Autumn,Kharif,October,2023,Red,High,Navratri,577,68,4,4,4,4,0,Used for diya wicks and traditional textiles
Turmeric,Tamil Nadu,Perambalur,Winter,Rabi,January,2016,Laterite,Medium,Makar Sankranti,2652,57,3,9,7,7,0,Traditional consumption and cultural preference during this period
Jasmine,Tamil Nadu,Viluppuram,Autumn,Kharif,October,2015,Laterite,High,Navratri,2708,74,4,8,9,5,1,High floral demand for garlands and decorations
Banana,Tamil Nadu,Tiruppur,Winter,Rabi,January,2020,Laterite,High,Pongal,3036,55,3,8,7,4,1,Banana fruits and leaves used in rituals and feasts
Millet,Tamil Nadu,Cuddalore,Winter,Rabi,January,2010,Red,High,Pongal,1728,27,2,7,5,4,0,Traditional consumption and cultural preference during this period
Rice,Tamil Nadu,Tenkasi,Spring,Rabi,March,2019,Black,High,Holi,3624,53,3,8,7,4,0,Staple grain used widely in festive meals and offerings
Cotton,Tamil Nadu,Chengalpattu,Winter,Rabi,January,2018,Laterite,High,Pongal,1030,47,3,4,3,7,0,Traditional consumption and cultural preference during this period
Millet,Tamil Nadu,Nilgiris,Winter,Rabi,January,2010,Laterite,High,Pongal,1606,29,2,3,2,7,0,Traditional consumption and cultural preference during this period
Banana,Tamil Nadu,Nilgiris,Autumn,Kharif,July,2014,Alluvial,High,Rath Yatra,2822,70,4,5,4,5,1,Traditional consumption and cultural preference during this period
Rice,Tamil Nadu,Coimbatore,Winter,Rabi,January,2011,Alluvial,High,Pongal,3993,43,3,8,9,4,0,Staple grain used widely in festive meals and offerings
Jasmine,Tamil Nadu,Pudukkottai,Summer,Kharif,April,2022,Alluvial,Medium,Vishu,2744,63,4,6,4,5,1,Traditional consumption and cultural preference during this period
Cotton,Tamil Nadu,Pudukkottai,Winter,Rabi,December,2017,Laterite,High,Christmas,560,60,3,4,5,6,0,Traditional consumption and cultural preference during this period
Groundnut,Tamil Nadu,Virudhunagar,Winter,Rabi,November,2010,Black,Medium,Diwali,1105,40,2,6,6,6,0,Traditional consumption and cultural preference during this period
Wheat,Tamil Nadu,Karur,Summer,Kharif,May,2015,Laterite,High,Wedding Season,3230,51,3,5,6,6,0,Traditional consumption and cultural preference during this period
Wheat,Tamil Nadu,Sivaganga,Winter,Rabi,January,2013,Red,Medium,Makar Sankranti,3167,69,4,6,5,5,0,Traditional consumption and cultural preference during this period
Sesame,Tamil Nadu,Erode,Spring,Rabi,March,2017,Laterite,High,Holi,990,43,3,7,5,5,0,Traditional consumption and cultural preference during this period
Jasmine,Tamil Nadu,Tiruvallur,Autumn,Kharif,October,2014,Alluvial,Medium,Navratri,2642,74,4,8,7,8,1,High floral demand for garlands and decorations
Banana,Tamil Nadu,Pudukkottai,Winter,Rabi,December,2023,Red,High,Christmas,2870,50,3,4,6,4,1,Traditional consumption and cultural preference during this period
Millet,Tamil Nadu,Tirupathur,Winter,Rabi,January,2013,Laterite,High,Lohri,1328,50,3,5,5,4,0,Traditional consumption and cultural preference during this period
